oid,mjd,mag,magerr,catflags,filtercode,ra,dec
820203200001657,58198.3723032,20.1381493,0.14149794,0,zr,190.4886622,59.9245089
820203200001657,58199.2772569,19.8433495,0.115083262,0,zr,190.4885849,59.9244447
820203200001657,58199.3215972,19.9883308,0.127630427,32768,zr,190.4888652,59.9246158
820203200001657,58216.2290394,19.8020306,0.111678839,0,zr,190.4886517,59.9246289
820203200001657,58216.2486227,20.0649376,0.134616122,0,zr,190.4886643,59.924499
820203200001657,58216.249537,20.0234413,0.130803257,0,zr,190.4885721,59.9244877
820203200001657,58217.2337847,20.1858234,0.146075606,0,zr,190.4885409,59.9245337
820203200001657,58217.2671412,20.0834045,0.136334032,0,zr,190.4885842,59.9245657
820203200001657,58217.2727662,20.2705612,0.154368818,32768,zr,190.4883752,59.9246349
820203200001657,58217.2736806,19.9071083,0.120487988,0,zr,190.488629,59.9244857
820203200001657,58217.2924421,20.0990791,0.137801796,32768,zr,190.4884692,59.9245739
820203200001657,58217.3116435,20.1797295,0.145486563,0,zr,190.4885813,59.9245457
820203200001657,58217.3125579,20.0723515,0.135304332,0,zr,190.4885277,59.9245273
820203200001657,58217.3134722,20.2546463,0.152797997,0,zr,190.4885857,59.9245506
820203200001657,58217.3340509,19.9208241,0.121674255,0,zr,190.4885808,59.9245412
820203200001657,58218.2473727,20.1292305,0.140649572,0,zr,190.4885414,59.9244752
820203200001657,58218.250706,20.0089664,0.129489228,0,zr,190.4885699,59.9244929
820203200001657,58218.2870949,20.1387215,0.141552463,0,zr,190.4884601,59.9245166
820203200001657,58218.2880093,20.1821404,0.145719439,0,zr,190.4886054,59.9245613
820203200001657,58218.3120718,20.1699753,0.144546136,0,zr,190.488577,59.9245295
820203200001657,58218.352581,20.1111317,0.138936356,0,zr,190.4884955,59.924529
820203200001657,58218.3544792,19.9594173,0.125055715,0,zr,190.4885059,59.924526
820203200001657,58219.2255093,19.7934875,0.110984743,0,zr,190.4886158,59.9244976
820203200001657,58219.2329745,20.0041561,0.129054293,0,zr,190.4885501,59.9244535
820203200001657,58219.2702546,20.0009327,0.128763452,0,zr,190.4885885,59.9245676
820203200001657,58219.2731019,20.1371708,0.141404822,0,zr,190.4884749,59.9245438
820203200001657,58219.3343866,19.9697781,0.125974312,0,zr,190.4885762,59.9245149
820203200001657,58219.3555903,19.9687634,0.125884145,0,zr,190.4885565,59.9245384
820203200001657,58221.2491551,19.9970684,0.128415376,32768,zr,190.4883958,59.9245599
820203200001657,58221.2690972,20.0000687,0.128685638,0,zr,190.4879206,59.9244148
820203200001657,58221.2700231,19.79249,0.110903896,0,zr,190.4883123,59.9246515
820203200001657,58222.2689815,20.1403255,0.141705394,0,zr,190.4883541,59.9245566
820203200001657,58222.2718634,19.6607323,0.100634381,0,zr,190.4886824,59.9243736
820203200001657,58222.2925926,19.897747,0.119683087,0,zr,190.4888602,59.9245536
820203200001657,58222.3329861,19.95051,0.12426959,0,zr,190.4885278,59.9244975
820203200001657,58224.2157407,19.5468788,0.0924142003,32768,zr,190.4885975,59.9245461
820203200001657,58224.2417477,19.9119263,0.12090379,0,zr,190.4885832,59.9245833
820203200001657,58224.2917245,20.0196419,0.130457655,0,zr,190.4885874,59.9245587
820203200001657,58226.2677662,20.0798264,0.136000142,0,zr,190.4884402,59.9244804
820203200001657,58226.2798727,19.99823,0.128519908,0,zr,190.4886031,59.9245418
